day,hour,weather,num_fatalities
Saturday,7:00pm-7:59pm,Other,0
Saturday,7:00pm-7:59pm,Cloudy,45
Saturday,7:00pm-7:59pm,Blowing Snow,1
Saturday,7:00pm-7:59pm,Freezing Rain or Drizzle,0
Saturday,8:00pm-8:59pm,Clear,229
Saturday,8:00pm-8:59pm,Rain,22
Saturday,8:00pm-8:59pm,Sleet or Hail,1
Saturday,8:00pm-8:59pm,Snow,2
Saturday,8:00pm-8:59pm,"Fog, Smog, Smoke",3
Saturday,8:00pm-8:59pm,Severe Crosswinds,0
Saturday,8:00pm-8:59pm,Other,1
Saturday,8:00pm-8:59pm,Cloudy,40
Saturday,8:00pm-8:59pm,Blowing Snow,0
Saturday,8:00pm-8:59pm,Freezing Rain or Drizzle,0
Saturday,9:00pm-9:59pm,Clear,240
Saturday,9:00pm-9:59pm,Rain,28
Saturday,9:00pm-9:59pm,Sleet or Hail,0
Saturday,9:00pm-9:59pm,Snow,2
Saturday,9:00pm-9:59pm,"Fog, Smog, Smoke",1
Saturday,9:00pm-9:59pm,Severe Crosswinds,0
Saturday,9:00pm-9:59pm,Other,1
Saturday,9:00pm-9:59pm,Cloudy,40
Saturday,9:00pm-9:59pm,Blowing Snow,0
Saturday,9:00pm-9:59pm,Freezing Rain or Drizzle,0
Saturday,10:00pm-10:59pm,Clear,230
Saturday,10:00pm-10:59pm,Rain,24
Saturday,10:00pm-10:59pm,Sleet or Hail,0
Saturday,10:00pm-10:59pm,Snow,4
Saturday,10:00pm-10:59pm,"Fog, Smog, Smoke",3
Saturday,10:00pm-10:59pm,Severe Crosswinds,0
Saturday,10:00pm-10:59pm,Other,0
Saturday,10:00pm-10:59pm,Cloudy,49
Saturday,10:00pm-10:59pm,Blowing Snow,0
Saturday,10:00pm-10:59pm,Freezing Rain or Drizzle,0
Saturday,11:00pm-11:59pm,Clear,227
Saturday,11:00pm-11:59pm,Rain,20
Saturday,11:00pm-11:59pm,Sleet or Hail,0
Saturday,11:00pm-11:59pm,Snow,4
Saturday,11:00pm-11:59pm,"Fog, Smog, Smoke",2
Saturday,11:00pm-11:59pm,Severe Crosswinds,0
Saturday,11:00pm-11:59pm,Other,2
Saturday,11:00pm-11:59pm,Cloudy,36
Saturday,11:00pm-11:59pm,Blowing Snow,0
Saturday,11:00pm-11:59pm,Freezing Rain or Drizzle,0
